Lead Number,Lead Origin,Lead Source,ToBeConverted,TotalVisits,Total Time Spent on Website,Last Activity,Lead Quality,Last Notable Activity
583576,API,Google,0,7,219,Olark Chat Conversation,Worst,Modified
583573,Landing Page Submission,Direct Traffic,0,6,386,Email Opened,,Email Opened
583571,API,Olark Chat,0,0,0,Olark Chat Conversation,,Modified
583564,Lead Add Form,Reference,1,0,0,SMS Sent,,Modified
583559,API,Google,0,7,1206,Olark Chat Conversation,,Olark Chat Conversation
583546,Landing Page Submission,Organic Search,0,5,224,Email Opened,,Email Opened
583534,API,Google,1,23,1341,SMS Sent,,Modified
583529,API,Google,0,2,432,Olark Chat Conversation,,Modified
583528,Landing Page Submission,Google,1,5,789,SMS Sent,,SMS Sent
583526,Landing Page Submission,Organic Search,1,5,1445,SMS Sent,Low in Relevance,SMS Sent
583522,Landing Page Submission,Google,0,5,189,Email Opened,,Email Opened
583520,API,Olark Chat,0,0,0,Email Opened,Worst,Email Opened
583515,API,Olark Chat,0,0,0,Email Opened,Worst,Email Opened
583509,API,Olark Chat,0,0,0,Email Opened,,Email Opened
583508,Landing Page Submission,Direct Traffic,0,3,304,SMS Sent,Not Sure,SMS Sent
583505,Landing Page Submission,Direct Traffic,0,2,346,Email Opened,,Modified
583498,API,Olark Chat,0,0,0,Olark Chat Conversation,,Modified
583491,API,Olark Chat,0,0,0,Email Bounced,,Modified
583476,API,Olark Chat,0,0,0,Email Opened,,Email Opened
583473,Landing Page Submission,Direct Traffic,0,7,408,SMS Sent,Not Sure,SMS Sent
583471,Landing Page Submission,Google,0,1,456,Converted to Lead,,Modified
583464,Landing Page Submission,Google,0,4,137,Email Opened,Worst,Email Opened
583446,Landing Page Submission,Direct Traffic,0,7,162,SMS Sent,Not Sure,SMS Sent
583441,Landing Page Submission,Direct Traffic,1,1,594,Converted to Lead,,Modified
583438,Landing Page Submission,Direct Traffic,0,5,406,SMS Sent,Not Sure,SMS Sent
583437,API,Organic Search,0,2,44,Olark Chat Conversation,Not Sure,Modified
583435,Landing Page Submission,Google,1,2,1608,Email Link Clicked,High in Relevance,Modified
583434,Landing Page Submission,Direct Traffic,0,2,404,Email Opened,Worst,Email Opened
583427,API,Olark Chat,0,0,0,Email Bounced,Worst,Modified
583421,Landing Page Submission,Google,0,7,600,Email Opened,Not Sure,Email Opened
583407,Landing Page Submission,Direct Traffic,0,2,327,Email Opened,,Modified
583406,Landing Page Submission,Organic Search,0,4,5,SMS Sent,Worst,Modified
583405,Landing Page Submission,Direct Traffic,0,3,99,Page Visited on Website,,Modified
583404,Landing Page Submission,Direct Traffic,1,4,1070,SMS Sent,Might be,SMS Sent
583400,API,Olark Chat,0,0,0,Olark Chat Conversation,,Modified
583381,API,Olark Chat,0,0,0,Email Link Clicked,Not Sure,Modified
583373,Landing Page Submission,Direct Traffic,1,5,1578,Email Opened,Worst,Modified
583368,Landing Page Submission,Organic Search,0,8,193,SMS Sent,Not Sure,SMS Sent
583357,Landing Page Submission,Direct Traffic,1,3,32,Email Opened,Not Sure,Modified
583340,Landing Page Submission,Direct Traffic,0,1,446,Converted to Lead,,Modified
583333,Landing Page Submission,Direct Traffic,0,2,149,SMS Sent,Not Sure,SMS Sent
583307,Landing Page Submission,Direct Traffic,1,3,1368,Page Visited on Website,Might be,Modified
583301,Landing Page Submission,Direct Traffic,0,13,207,Email Link Clicked,Not Sure,Email Link Clicked
583294,Landing Page Submission,Direct Traffic,0,1,336,Converted to Lead,,Modified
583285,Landing Page Submission,Direct Traffic,1,2,823,Email Opened,High in Relevance,Email Opened
583270,API,Organic Search,0,2,228,Email Opened,,Email Opened
583269,Landing Page Submission,Organic Search,0,3,389,SMS Sent,Not Sure,SMS Sent
583251,API,Google,0,1,1183,Converted to Lead,,Modified
583243,Landing Page Submission,Organic Search,0,3,83,SMS Sent,,Modified
583234,Landing Page Submission,Direct Traffic,0,5,131,Page Visited on Website,Worst,Modified
583233,Landing Page Submission,Direct Traffic,1,2,1019,SMS Sent,High in Relevance,SMS Sent
583217,Landing Page Submission,Direct Traffic,1,7,229,Converted to Lead,Low in Relevance,Modified
583208,Landing Page Submission,Direct Traffic,1,7,330,SMS Sent,Might be,SMS Sent
583178,Landing Page Submission,Direct Traffic,0,3,89,SMS Sent,,Modified
583176,API,Olark Chat,1,0,0,Email Opened,Low in Relevance,Email Opened
583170,Landing Page Submission,Direct Traffic,0,1,167,Email Bounced,,Modified
583169,Landing Page Submission,Google,1,2,100,Email Opened,Low in Relevance,Email Opened
583143,API,Google,0,1,489,Converted to Lead,,Modified
583141,API,Olark Chat,0,0,0,Email Opened,,Email Opened
583138,Landing Page Submission,Direct Traffic,0,4,304,Page Visited on Website,Worst,Page Visited on Website
583135,Landing Page Submission,Organic Search,0,3,828,Email Opened,Not Sure,Modified
583130,Landing Page Submission,Direct Traffic,0,6,324,Email Opened,Not Sure,Email Opened
583118,API,Olark Chat,0,0,0,Email Opened,Not Sure,Email Opened
583111,Landing Page Submission,Direct Traffic,0,5,568,SMS Sent,,SMS Sent
583105,API,Google,1,2,39,SMS Sent,,Modified
583104,API,Olark Chat,1,0,0,SMS Sent,Might be,SMS Sent
583088,Landing Page Submission,Google,0,4,30,Olark Chat Conversation,Worst,Modified
583083,API,Organic Search,1,3,2253,Email Opened,Low in Relevance,Email Opened
583080,API,Olark Chat,1,0,0,Email Opened,High in Relevance,Email Opened
583075,API,Olark Chat,0,0,0,Email Opened,,Email Opened
583069,Landing Page Submission,Google,1,2,1041,SMS Sent,,SMS Sent
583055,Lead Add Form,Reference,1,1,145,Email Opened,High in Relevance,Email Opened
583042,Landing Page Submission,Google,1,3,1111,SMS Sent,,Modified
583036,Landing Page Submission,Direct Traffic,0,4,74,SMS Sent,,SMS Sent
583035,Landing Page Submission,Google,0,7,397,Email Link Clicked,,Email Link Clicked
583030,API,Google,0,2,250,Email Opened,,Modified
583025,API,Olark Chat,1,0,0,SMS Sent,Not Sure,SMS Sent
583015,Landing Page Submission,Organic Search,0,2,330,Converted to Lead,Not Sure,Modified
583004,Landing Page Submission,Google,0,3,200,Email Opened,,Email Opened
583002,Landing Page Submission,Direct Traffic,1,5,439,Email Opened,Low in Relevance,Email Opened
582994,Landing Page Submission,Direct Traffic,0,2,198,Email Opened,,Modified
582991,Lead Add Form,Reference,1,0,0,SMS Sent,,SMS Sent
582988,API,Organic Search,0,3,718,Email Bounced,,Modified
582983,Landing Page Submission,Google,1,4,321,SMS Sent,Might be,SMS Sent
582963,API,Olark Chat,0,0,0,Olark Chat Conversation,,Modified
582955,Landing Page Submission,NC_EDM,1,7,931,Email Opened,,Email Opened
582942,Landing Page Submission,Google,0,4,1029,SMS Sent,Not Sure,SMS Sent
582943,API,Google,0,2,462,Email Opened,,Email Opened
582938,Landing Page Submission,Direct Traffic,0,11,594,Email Opened,,Email Opened
582936,API,Olark Chat,0,0,0,SMS Sent,Not Sure,SMS Sent
582928,Landing Page Submission,Google,0,4,27,Email Opened,,Email Opened
582921,Landing Page Submission,Direct Traffic,0,2,488,SMS Sent,Worst,SMS Sent
582917,API,Google,0,2,126,Olark Chat Conversation,,Modified
582904,API,Olark Chat,0,0,0,Email Opened,,Email Opened
582896,Landing Page Submission,Direct Traffic,0,1,159,Email Bounced,,Modified
582889,API,Organic Search,0,5,47,Email Opened,Low in Relevance,Modified
582882,API,Olark Chat,0,3,16,SMS Sent,,Modified
582875,Landing Page Submission,Organic Search,0,3,1168,Email Opened,High in Relevance,Modified
582872,Lead Add Form,Reference,1,0,0,Email Opened,,Modified
582870,API,Olark Chat,0,0,0,Olark Chat Conversation,,Modified
582868,API,Olark Chat,1,0,0,Email Opened,Worst,Email Opened
582863,Landing Page Submission,Direct Traffic,0,2,15,Email Opened,,Modified
582852,Landing Page Submission,Direct Traffic,0,2,90,Olark Chat Conversation,,Modified
582846,Landing Page Submission,Direct Traffic,0,2,1566,Email Opened,Not Sure,Email Opened
582845,API,Direct Traffic,0,5,559,Olark Chat Conversation,Worst,Modified
582833,Landing Page Submission,Direct Traffic,0,5,869,SMS Sent,,SMS Sent
582814,API,Olark Chat,0,0,0,Email Opened,,Email Opened
582798,Landing Page Submission,Direct Traffic,1,3,1325,Email Opened,,Email Opened
582790,Lead Add Form,Welingak Website,1,0,0,Email Link Clicked,,Modified
582776,API,Google,1,2,2170,SMS Sent,High in Relevance,SMS Sent
582777,Landing Page Submission,Google,0,6,1377,SMS Sent,Not Sure,SMS Sent
582775,API,Olark Chat,0,0,0,Olark Chat Conversation,,Olark Chat Conversation
582756,Landing Page Submission,Google,1,4,1146,Email Opened,Low in Relevance,Email Opened
582755,Landing Page Submission,Google,1,5,5,Email Opened,High in Relevance,Email Opened
582751,Landing Page Submission,Google,0,7,130,Email Opened,,Email Opened
582750,Landing Page Submission,Google,0,2,43,Email Bounced,,Modified
582746,Landing Page Submission,Direct Traffic,0,2,245,SMS Sent,Might be,SMS Sent
582737,Landing Page Submission,Organic Search,0,4,271,Email Opened,,Email Opened
582736,Landing Page Submission,Direct Traffic,0,3,471,Email Bounced,Worst,Modified
582730,API,Olark Chat,0,0,0,Email Opened,,Email Opened
582727,Landing Page Submission,Direct Traffic,1,3,230,Email Opened,Might be,Modified
582721,Landing Page Submission,Google,0,4,18,SMS Sent,,Modified
582718,Landing Page Submission,Google,0,2,63,Form Submitted on Website,,Modified
582709,Landing Page Submission,Organic Search,1,6,1713,SMS Sent,High in Relevance,SMS Sent
582700,Landing Page Submission,Google,0,4,447,Email Bounced,Worst,Modified
582690,API,Olark Chat,0,0,0,SMS Sent,,Modified
582686,Landing Page Submission,Google,0,8,1361,SMS Sent,Not Sure,SMS Sent
582683,Landing Page Submission,Google,1,3,1516,Email Opened,,Modified
582678,API,Google,0,2,239,Email Opened,,Email Opened
582675,Landing Page Submission,Direct Traffic,0,3,325,Email Opened,,Modified
582673,API,Olark Chat,0,0,0,Email Link Clicked,,Email Link Clicked
582665,API,Google,0,3,312,Email Opened,,Email Opened
582654,Landing Page Submission,Google,0,5,1298,Email Opened,,Email Opened
582647,Landing Page Submission,Google,0,5,426,SMS Sent,,Modified
582634,Landing Page Submission,Google,0,2,1124,SMS Sent,Might be,SMS Sent
582628,Landing Page Submission,Direct Traffic,1,2,69,SMS Sent,High in Relevance,SMS Sent
582621,Landing Page Submission,Direct Traffic,0,1,1465,Email Bounced,Worst,Modified
582619,Landing Page Submission,Google,0,3,663,Email Opened,,Email Opened
582614,Landing Page Submission,Direct Traffic,1,3,1372,Email Opened,High in Relevance,Modified
582611,Landing Page Submission,Direct Traffic,1,2,206,SMS Sent,,Modified
582607,API,Google,1,3,1320,Olark Chat Conversation,,Olark Chat Conversation
582605,Landing Page Submission,Google,1,5,1464,Email Opened,Might be,Email Opened
582600,Landing Page Submission,Organic Search,0,7,176,SMS Sent,,SMS Sent
582589,Landing Page Submission,Google,0,6,168,Email Opened,Worst,Email Opened
582587,API,Olark Chat,0,0,0,Olark Chat Conversation,,Modified
582579,Landing Page Submission,Direct Traffic,1,4,1192,Email Opened,Not Sure,Modified
582571,Landing Page Submission,Direct Traffic,0,2,1094,Email Opened,Not Sure,Email Opened
582567,API,Olark Chat,0,0,0,Email Opened,Worst,Email Opened
582566,Landing Page Submission,Organic Search,0,8,39,Page Visited on Website,Worst,Page Visited on Website
582560,Landing Page Submission,Organic Search,0,23,194,Email Opened,,Email Opened
582554,Landing Page Submission,Direct Traffic,0,2,783,Email Opened,Worst,Email Opened
582550,Landing Page Submission,Direct Traffic,0,1,49,Converted to Lead,Worst,Modified
582544,Landing Page Submission,Direct Traffic,0,4,883,Email Bounced,,Modified
582543,Landing Page Submission,Direct Traffic,1,2,138,Unreachable,Might be,Unreachable
582525,Landing Page Submission,Organic Search,0,8,327,SMS Sent,Not Sure,SMS Sent
582517,Landing Page Submission,Google,0,5,46,Email Opened,,Modified
582504,API,Organic Search,0,7,1055,Email Opened,,Email Opened
582498,Landing Page Submission,Direct Traffic,0,3,271,Email Opened,,Email Opened
582488,API,Organic Search,0,4,1645,Email Opened,,Modified
582472,API,Olark Chat,0,0,0,Email Opened,,Email Opened
582470,Landing Page Submission,Direct Traffic,0,2,1740,SMS Sent,Not Sure,SMS Sent
582469,Landing Page Submission,Direct Traffic,0,4,709,Form Submitted on Website,,Modified
582448,API,Google,1,3,432,SMS Sent,Low in Relevance,SMS Sent
582437,API,Organic Search,1,5,726,Email Opened,Low in Relevance,Email Opened
582425,Landing Page Submission,Direct Traffic,0,1,155,Email Bounced,,Modified
582424,API,Organic Search,0,3,1709,SMS Sent,Not Sure,Modified
582419,Landing Page Submission,Direct Traffic,1,1,869,Email Bounced,,Modified
582406,Landing Page Submission,Google,0,2,391,Converted to Lead,Worst,Modified
582396,Landing Page Submission,Direct Traffic,0,2,660,Email Opened,Worst,Email Opened
582389,API,Olark Chat,0,0,0,Olark Chat Conversation,,Modified
582386,API,Organic Search,0,11,496,Email Opened,,Email Opened
582385,Landing Page Submission,Direct Traffic,0,9,83,Email Opened,,Email Opened
582381,API,Google,1,5,952,Email Opened,High in Relevance,Email Opened
582361,Landing Page Submission,Direct Traffic,0,4,373,Had a Phone Conversation,Might be,Modified
582360,API,Direct Traffic,0,7,5,Email Opened,,Email Opened
582355,API,Olark Chat,0,0,0,Olark Chat Conversation,,Olark Chat Conversation
582353,Landing Page Submission,Google,1,5,68,Unreachable,Might be,Modified
582348,Landing Page Submission,Direct Traffic,1,1,1245,Converted to Lead,Low in Relevance,Modified
582344,API,Olark Chat,0,0,0,Email Opened,,Email Opened
582338,Landing Page Submission,Direct Traffic,0,5,87,Email Opened,,Email Opened
582334,API,Google,0,2,121,Olark Chat Conversation,,Modified
582333,Landing Page Submission,Google,1,5,1202,SMS Sent,,SMS Sent
582325,API,Olark Chat,0,0,0,Olark Chat Conversation,,Olark Chat Conversation
582315,API,Olark Chat,0,0,0,Email Opened,,Email Opened
582313,Landing Page Submission,Direct Traffic,1,5,1467,SMS Sent,Not Sure,Modified
582309,Landing Page Submission,Direct Traffic,0,4,455,SMS Sent,Not Sure,SMS Sent
582307,Landing Page Submission,Direct Traffic,1,3,278,Page Visited on Website,Low in Relevance,Modified
582304,Landing Page Submission,Google,1,4,1341,SMS Sent,High in Relevance,SMS Sent
582299,API,Olark Chat,0,0,0,Olark Chat Conversation,,Modified
582296,Landing Page Submission,Google,1,4,1268,Email Opened,Low in Relevance,Email Opened
582295,API,Olark Chat,0,0,0,Olark Chat Conversation,,Modified
582287,API,Google,0,2,124,SMS Sent,,SMS Sent
582269,API,Olark Chat,0,0,0,Olark Chat Conversation,Worst,Modified
582244,Landing Page Submission,Direct Traffic,1,3,1513,Email Opened,Might be,Modified
582241,Landing Page Submission,Direct Traffic,0,5,93,SMS Sent,Not Sure,Modified
582240,API,Google,1,2,1915,Olark Chat Conversation,,Modified
582230,API,Olark Chat,1,0,0,SMS Sent,High in Relevance,Modified
582225,API,Google,0,3,6,Olark Chat Conversation,,Modified
582223,Landing Page Submission,Direct Traffic,0,4,482,Email Opened,,Email Opened
582217,API,Olark Chat,0,0,0,Email Opened,,Email Opened
582213,Landing Page Submission,Direct Traffic,0,7,359,SMS Sent,,SMS Sent
582206,Landing Page Submission,Google,0,2,723,SMS Sent,Not Sure,SMS Sent
582199,Landing Page Submission,Google,1,2,1130,Had a Phone Conversation,Might be,Had a Phone Conversation
582195,Landing Page Submission,Direct Traffic,0,2,34,Page Visited on Website,Not Sure,Modified
582194,API,Organic Search,0,6,309,Email Opened,,Email Opened
582193,API,Olark Chat,0,0,0,Email Link Clicked,,Email Link Clicked
582192,API,Google,0,2,951,Email Opened,Low in Relevance,Modified
582172,Landing Page Submission,Google,1,4,1340,Email Link Clicked,,Modified
582170,API,Google,1,2,1298,SMS Sent,Might be,Modified
582159,API,Direct Traffic,0,2,230,SMS Sent,,SMS Sent
582156,Landing Page Submission,Direct Traffic,1,2,1370,SMS Sent,Might be,SMS Sent
582154,Landing Page Submission,Direct Traffic,1,2,834,SMS Sent,Might be,Modified
582152,Landing Page Submission,Direct Traffic,0,2,1235,SMS Sent,Not Sure,Modified
582151,Lead Add Form,Reference,1,0,0,Email Opened,High in Relevance,Modified
582144,API,Olark Chat,0,0,0,Olark Chat Conversation,,Modified
582137,Landing Page Submission,Direct Traffic,0,4,79,Olark Chat Conversation,Not Sure,Modified
582135,API,Olark Chat,0,0,0,Email Opened,,Modified
582133,API,Olark Chat,1,0,0,SMS Sent,Might be,SMS Sent
582130,API,Olark Chat,0,0,0,Olark Chat Conversation,,Olark Chat Conversation
582125,API,Olark Chat,1,0,0,SMS Sent,Might be,SMS Sent
582124,API,Olark Chat,0,0,0,Olark Chat Conversation,,Modified
582107,API,Organic Search,1,4,715,SMS Sent,Might be,SMS Sent
582101,Landing Page Submission,Organic Search,0,4,95,SMS Sent,Not Sure,SMS Sent
582097,Landing Page Submission,Direct Traffic,0,2,1736,Email Link Clicked,Low in Relevance,Modified
582094,Lead Add Form,Reference,1,1,78,Email Opened,Low in Relevance,Modified
582084,Landing Page Submission,Direct Traffic,0,9,17,SMS Sent,Not Sure,SMS Sent
582083,Landing Page Submission,Organic Search,1,4,653,SMS Sent,Might be,SMS Sent
582057,API,Olark Chat,0,0,0,Email Opened,Worst,Email Opened
582047,Landing Page Submission,Direct Traffic,1,6,1494,Form Submitted on Website,Not Sure,Modified
582045,API,Olark Chat,1,0,0,Email Opened,,Email Opened
582018,API,Olark Chat,0,0,0,Email Opened,,Email Opened
582002,API,Olark Chat,1,0,0,Email Opened,,Email Opened
581992,Landing Page Submission,Direct Traffic,0,6,139,Unsubscribed,,Modified
581991,API,Olark Chat,1,0,0,SMS Sent,,Modified
581986,API,Olark Chat,0,0,0,Olark Chat Conversation,,Modified
581979,API,Olark Chat,0,0,0,Email Link Clicked,,Email Link Clicked
